age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
28,F,749,En Couple,0,true,5768 WG 70
26,M,441,En Couple,4,false,4099 IW 86
28,F,576,Seule,2,false,4889 PF 57
28,F,417,En Couple,0,false,3683 FY 81
65,F,1092,Célibataire,0,false,1494 YD 70
21,F,925,En Couple,1,false,7866 CA 10
46,Homme,1023,Célibataire,0,false,9667 FZ 42
53,M,208,En Couple,4,true,7038 VG 79
70,F,589,Célibataire,0,false,5114 LM 58
24,M,525,Célibataire,0,false,5472 DQ 30
47,M,446,En Couple,4,false,5136 LX 17
41,M,521,En Couple,1,false,857 DJ 85
23,M,791,Célibataire,0,false,1445 LY 35
36,M,484,En Couple,4,false,8463 QF 48
18,M,180,En Couple,0,false,1762 FQ 43
39,M,177,En Couple,2,false,4687 EF 10
30,F,235,Célibataire,0,false,3514 PZ 92
45,F,812,Célibataire,0,false,226 HO 83
49,M,411,Seule,2,false,3179 YK 52
35,F,1365,En Couple,0,false,602 JR 92
39,M,849,Célibataire,0,false,4236 AB 97
60,M,163,En Couple,1,false,8339 FV 52
33,M,784,En Couple,0,false,4062 MG 65
57,M,155,En Couple,1,false,9940 UQ 52
25,M,575,Seule,3,false,5197 VS 48
55,M,542,En Couple,3,false,6253 ZL 43
25,M,948,En Couple,4,true,9838 JU 90
30,M,500,En Couple,4,false,9369 UF 60
47,F,177,Célibataire,0,false,9088 AZ 85
32,M,521,En Couple,1,false,5019 VK 31
76,F,594,En Couple,0,false,2445 EA 59
38,M,813,En Couple,2,false,4658 JI 12
43,M,442,En Couple,1,false,7143 KH 47
41,F,408,Seule,2,false,3174 XH 11
22,F,159,En Couple,1,false,9453 HR 15
55,M,531,Célibataire,0,false,6234 KK 58
38,M,221,En Couple,2,false,9957 GC 54
55,M,212,En Couple,2,true,2874 QO 53
50,F,872,Célibataire,0,false,3521 ZQ 38
53,M,574,En Couple,1,false,7532 VE 40
25,M,523,Célibataire,0,false,3916 QL 90
35,M,517,En Couple,4,false,5585 MM 73
58,M,453,En Couple,2,false,4028 HV 22
39,Homme,231,En Couple,0,false,4050 EA 88
47,M,227,En Couple,0,true,6143 CP 67
82,F,400,En Couple,1,false,4676 SC 54
20,F,203,Marié(e),4,true,6848 WL 73
84,M,587,Célibataire,0,false,9350 VT 76
22,F,438,En Couple,2,false,1200 HC 11
55,M,484,En Couple,3,false,3712 DX 30
19,M,534,En Couple,4,false,5247 SA 58
61,F,839,Célibataire,0,false,9748 RV 54
54,M,434,En Couple,3,false,9682 AN 54
39,M,417,En Couple,0,false,6750 QY 58
52,M,904,En Couple,4,true,9436 VX 72
49,F,190,En Couple,2,false,9269 SZ 17
26,M,564,Célibataire,0,false,1751 LP 25
32,M,194,En Couple,0,false,6825 ZD 89
43,M,939,Célibataire,0,false,3353 WM 80
20,F,552,Célibataire,0,false,3861 HW 84
29,F,933,En Couple,2,false,4306 GG 98
35,M,164,En Couple,0,false,5212 AC 80
18,M,758,Célibataire,0,false,8042 EK 37
19,F,491,Célibataire,0,false,6621 RA 45
29,F,562,En Couple,3,false,8165 VO 44
59,M,483,Seule,2,false,4992 KR 52
57,F,572,En Couple,2,false,7424 JT 83
53,F,1350,En Couple,1,false,4600 VP 40
21,F,894,En Couple,1,false,3075 KQ 86
44,F,1190,En Couple,4,false,9584 WB 81
34,F,206,En Couple,4,false,2126 YF 23
51,F,247,Célibataire,0,false,2784 NT 58
48,F,1256,Seule,2,false,8062 FV 24
60,Homme,1054,Célibataire,0,false,9944 BS 92
40,F,1092,En Couple,4,false,8167 UX 77
21,M,223,Célibataire,0,false,4801 UN 93
45,M,501,En Couple,4,false,5560 IT 23
34,M,539,En Couple,3,false,1841 FF 94
83,M,1117,Célibataire,0,false,812 LM 63
50,M,210,Célibataire,0,false,6837 CB 43
24,M,430,En Couple,0,false,4325 NE 57
41,F,1289,En Couple,3,false,9701 NJ 41
55,M,729,En Couple,4,false,4689 RG 19
25,M,1262,En Couple,3,false,2613 DE 12
25,M,711,Célibataire,0,false,3015 YT 61
23,M,862,Célibataire,0,false,6592 CJ 50
35,M,741,En Couple,1,false,8760 VG 15
63,M,241,Célibataire,0,false,317 VN 36
25,F,1318,En Couple,0,false,7760 SD 36
61,M,401,Célibataire,0,false,6892 GL 43
52,M,592,En Couple,2,true,2851 ZK 88
20,M,452,En Couple,2,true,8567 MX 93
55,M,434,En Couple,1,true,6610 LE 65
44,M,577,Célibataire,0,false,8467 EV 17
18,M,159,Célibataire,0,false,5094 NT 62
22,M,577,En Couple,2,false,8478 PU 89
40,M,412,Célibataire,0,false,209 YK 61
77,M,499,Célibataire,0,false,7184 PV 20
56,F,792,En Couple,2,false,3250 IL 96
23,M,456,Célibataire,0,false,44 HU 70
57,M,150,En Couple,1,false,7311 ZM 72
18,M,210,En Couple,4,false,7933 DK 53
50,M,531,En Couple,0,true,2185 BZ 27
18,Masculin,1319,Célibataire,0,false,7947 WG 73
27,M,?,En Couple,3,false,1853 XN 71
39,F,426,Célibataire,0,false,1414 EI 41
28,M,1371,Célibataire,0,false,528 QL 39
81,F,1305,En Couple,0,false,1303 KI 96
53,M,488,En Couple,2,false,7056 ED 39
23,M,532,Célibataire,0,false,1603 QY 90
20,Féminin,1322,En Couple,2,false,1143 BM 76
39,F,541,Célibataire,0,false,4521 HV 47
26,M,238,En Couple,1,false,3689 RU 68
78,M,746,Célibataire,0,false,7825 EZ 28
30,F,744,Célibataire,0,false,9746 JF 97
41,M,541,En Couple,3,true,1724 GL 43
18,M,471,Célibataire,0,false,1450 JN 82
51,M,469,En Couple,3,false,1800 EW 55
19,M,1131,En Couple,0,false,4323 JL 72
46,F,583,?,1,true,8315 DY 94
20,M,469,En Couple,2,false,8647 XD 56
33,M,226,En Couple,2,true,8005 TD 97
26,F,593,En Couple,1,false,5020 DL 84
32,M,465,En Couple,1,false,5968 VD 92
25,F,1127,Seule,1,false,1185 SN 33
51,M,1020,En Couple,0,true,9793 HP 69
24,M,189,En Couple,3,false,5616 MG 36
25,M,527,Célibataire,0,false,2566 QA 72
78,M,477,En Couple,1,true,476 CV 58
34,F,456,En Couple,0,false,9287 LG 26
19,F,445,En Couple,2,false,7794 TY 62
20,F,564,En Couple,1,true,6118 XN 85
40,M,785,En Couple,3,false,5785 HO 15
26,M,184,En Couple,1,false,4641 IK 40
45,M,249,Célibataire,0,false,4931 CU 58
60,M,885,En Couple,2,true,5325 BY 65
40,M,411,En Couple,0,false,5164 TK 47
25,F,464,En Couple,3,false,4490 AZ 41
32,M,486,En Couple,4,false,7511 UP 45
47,F,533,En Couple,0,false,7379 LK 94
36,M,423,En Couple,3,false,3382 XQ 97
24,M,466,En Couple,1,false,2060 OS 40
33,M,198,En Couple,3,true,448 JS 45
65,M,167,En Couple,1,false,9396 JO 21
37,M,752,En Couple,4,false,8106 MB 71
30,F,505,En Couple,2,false,1779 PY 67
55,M,456,En Couple,2,true,6385 OC 65
73,M,544,En Couple,0,false,5882 UL 82
22,F,1084,En Couple,1,false,9164 EK 28
39,M,1318,Célibataire,0,false,663 EC 98
63,F,447,En Couple,4,false,8716 KK 52
51,M,1358,Célibataire,0,false,2336 CJ 46
23,F,409,Célibataire,0,false,5708 GG 69
53,M,439,Seule,2,false,1861 RC 20
58,M,969,En Couple,3,false,2099 VA 69
38,M,1254,En Couple,2,false,6400 DV 51
45,M,1116,Célibataire,0,false,4446 IM 95
47,M,169,Célibataire,0,false,6453 KH 71
78,M,544,En Couple,2,false,9817 BP 10
63,M,765,En Couple,1,true,6580 NJ 83
20,F,531,En Couple,0,false,3669 QK 51
41,M,1135,En Couple,2,false,3412 ZL 53
74,M,565,En Couple,4,true,3664 NW 16
22,M,790,Célibataire,0,false,2039 NW 87
29,M,232,Seule,2,false,2530 CF 20
48,M,248,En Couple,2,false,2939 WG 43
47,M,516,En Couple,2,false,1324 HU 37
28,M,541,En Couple,4,false,1397 DU 89
35,F,164,En Couple,3,false,5928 UH 27
29,M,491,Seule,1,false,2325 FI 35
75,M,501,En Couple,4,false,3325 MC 76
28,M,577,En Couple,0,false,6806 UA 33
71,F,210,Célibataire,0,false,6122 IB 70
76,M,159,En Couple,4,false,6668 LA 15
39,M,200,En Couple,0,false,3544 UT 92
27,M,467,En Couple,4,false,502 CR 26
49,M,486,En Couple,2,false,6907 GC 18
28,M,597,En Couple, ,false,3643 TO 55
56,M,1253,Célibataire,0,false,799 HU 47
60,M,505,En Couple,0,false,8126 JE 27
42,M,553,En Couple,2,true,6140 OL 46
45,M,589,Célibataire,0,false,1084 PV 64
22,M,416,En Couple,1,false,7331 GE 28
25,M,242,En Couple,0,false,6907 TM 32
29,M,423,En Couple,3,false,7792 TK 28
58,F,558,En Couple,1,true,7323 GW 28
69,M,572,En Couple,3,true,7208 KG 76
59,F,565,Célibataire,0,false,5894 JH 28
59,M,400,En Couple,0,false,2890 TN 85
35,F,552,En Couple,1,false,6880 MM 38
65,F,407,En Couple,4,false,5888 JT 61
79,M,419,En Couple,4,false,8841 JN 12
25,M,841,En Couple,1,true,4364 GL 51
29,M,211,Célibataire,0,false,2216 EM 58
76,M,557,En Couple,4,false,8525 OW 43
26,M,556,En Couple,2,true,8895 OS 54
29,F,724,En Couple,3,true,5929 VP 36
34,F,1234,En Couple,2,false,4187 QX 94
54,Homme,207,En Couple,3,false,7250 HQ 25
58,M,421,Célibataire,0,false,8435 GL 73
78,M,187,Célibataire,0,false,3587 EX 34
63,F,461,Célibataire,0,false,1046 FE 76
48,M,447,En Couple,0,false,594 LO 48
36,M,491,En Couple,4,false,7631 IV 90
58,F,231,Célibataire,0,false,2781 SX 21
22,M,735,En Couple,1,false,322 VH 60
35,M,233,En Couple,1,false,1711 HO 43
20,M,501,En Couple,2,false,5134 DJ 62
73,F,513,Célibataire,0,false,6074 QA 11
61,F,550,En Couple,2,false,7258 LC 64
18,M,502,En Couple,0,false,8251 HA 31
50,M,510,En Couple,1,false,4521 UH 24
33,M,1077,En Couple,2,false,5258 IH 85
32,F,484,Seule,2,false,3960 RA 66
18,M,208,En Couple,2,true,857 QG 47
27,M,400,En Couple,3,false,1741 PE 47
28,M,468,En Couple,2,false,4611 JO 40
64,F,560,Célibataire,0,false,5687 WC 86
64,F,566,En Couple,1,false,4956 LB 22
42,M,544,Seule,2,false,2386 YY 11
53,M,816,En Couple,3,false,9236 OP 94
40,M,748,En Couple,3,false,3105 MN 46
68,M,1328,En Couple,4,false,8853 MC 47
38,F,508,Célibataire,0,false,8020 NX 76
31,M,193,En Couple,0,true,3282 YX 44
23,M,216,Célibataire,0,false,9570 KL 78
25,M,197,En Couple,4,false,3129 SU 83
38,M,740,En Couple,3,false,1133 UT 59
76,F,545,Seule,3,false,8511 GB 78
36,F,883,En Couple,1,false,8546 CQ 98
23,M,218,Célibataire,0,false,4264 TX 52
36,F,462,En Couple,2,false,7880 RC 75
22,M,545,Célibataire,0,false,3341 DP 48
35,M,506,En Couple,2,false,430 VG 49
40,M,594,Célibataire,0,false,8389 HB 40
41,M,248,Seul,0,false,9199 OU 65
41,F,438,Célibataire,0,false,3743 UN 69
55,M,412,En Couple,1,false,8271 HK 80
64,F,484,En Couple,3,false,9780 XC 98
73,M,528,En Couple,2,false,7628 UN 66
38,M,1255,En Couple,4,false,9799 CA 44
46,F,243,En Couple,1,true,3487 XK 63
49,M,594,Célibataire,0,false,1926 JP 96
54,Femme,482,Célibataire,0,false,1307 TM 13
18,F,169,En Couple,0,false,6552 FF 52
44,M,475,En Couple,3,true,1146 BV 65
23,M,196,Célibataire,0,false,5070 MB 50
40,M,712,En Couple,-1,false,3349 VX 94
84,F,183,En Couple,1,false,8419 YE 37
64,M,547,Célibataire,0,false,3114 IU 11
71,M,545,En Couple,0,true,5822 NU 67
29,F,480,Célibataire,0,false,2741 MA 86
72,M,428,En Couple,1,false,8573 TN 29
26,M,471,En Couple,4,false,6025 SU 48
21,F,904,Célibataire,0,false,9418 LZ 39
20,M,424,En Couple,2,false,2054 QC 13
19,M,472,En Couple,4,true,6951 DA 63
65,M,218,En Couple,3,false,3938 EL 26
19,F,540,En Couple,2,false,1923 QN 53
55,F,496,Célibataire,0,false,3714 UZ 24
34,F,763,En Couple,0,false,1204 EU 13
29,F,186,En Couple,0,false,5648 EC 46
37,F,581,Célibataire,0,false,2075 OQ 56
44,F,436,En Couple,2,false,8307 SK 10
25,F,453,En Couple,1,false,533 OJ 55
42,M,1397,Célibataire,0,false,9164 BH 69
68,M,445,Seule,3,false,6487 HE 77
57,M,1330,En Couple,0,false,1061 DY 23
68,F,1030,En Couple,1,false,3951 VW 43
79,M,579,Célibataire,0,false,434 LO 76
38,M,1253,En Couple,1,false,1335 ES 36
65,M,418,En Couple,3,false,9217 IM 38
44,F,855,En Couple,4,false,2163 LF 70
46,M,229,En Couple,3,false,891 LN 27
43,F,510,En Couple,4,false,3663 BK 20
55,M,939,Célibataire,0,false,34 GI 13
40,M,1354,Célibataire,0,false,1587 UO 87
55,F,1213,Célibataire,0,false,9779 BR 15
81,M,1282,En Couple,0,false,8737 LI 56
25,M,404,En Couple,0,false,6659 GW 63
56,M,814,Célibataire,0,false,8275 OT 23
54,F,544,En Couple,3,true,7780 FV 68
53,F,239,En Couple,2,false,4063 HF 20
56,F,1197,En Couple,2,false,7070 AU 11
58,M,401,En Couple,3,false,7204 LQ 84
32,M,557,Célibataire,0,false,9720 GQ 47
23,M,508,En Couple,1,false,1052 FU 77
45,M,566,Célibataire,0,false,1518 VD 76
80,M,1284,Célibataire,0,false,5738 KD 17
31,F,463,En Couple,0,false,8234 CO 81
18,F,1145,En Couple,2,false,8379 OV 19
49,M,413,En Couple,3,false,893 SB 70
32,M,?,En Couple,0,true,7718 TT 10
24,M,581,En Couple,3,false,6212 NC 55
25,F,580,En Couple,0,false,6462 ON 39
43,M,522,Célibataire,0,false,3397 WM 50
68,M,556,En Couple,3,false,8556 BX 90
26,M,439,En Couple,2,false,929 CQ 27
50,M,1028,En Couple,3,false,1511 XW 25
83,M,749,En Couple,4,false,2705 KK 20
61,M,838,En Couple,1,false,7165 OJ 83
22,M,548,En Couple,2,false,1131 BX 96
21,M,480,Célibataire,0,false,5801 ON 66
24,M,596,Célibataire,0,false,6813 BG 78
25,M,1112,Célibataire,0,false,3149 LK 77
38,M,894,Célibataire,0,false,6398 QS 84
38,M,478,En Couple,2,false,1863 JC 59
46,F,538,En Couple,4,false,2833 MR 72
47,M,232,En Couple,2,false,8669 SF 10
34,M,1267,En Couple,0,false,6594 QO 39
36,M,978,En Couple,1,false,1650 GQ 47
19,M,161,En Couple,4,false,7448 FT 84
25,M,189,En Couple,0,false,2529 YS 16
21,Femme,446,En Couple,4,false,7716 UN 73
48,F,548,En Couple,4,true,7502 ML 75
40,M,582,En Couple,3,true,3054 EB 31
38,M,513,En Couple,3,false,8794 JW 36
51,M,405,Célibataire,0,false,2125 LJ 23
28,F,1324,En Couple,4,false,1549 DA 90
47,M,172,Célibataire,0,false,7597 RF 49
66,M,980,En Couple,0,false,5404 UG 73
28,F,238,En Couple,3,true,1303 FS 62
26,F,808,En Couple,4,false,1010 MJ 80
48,M,530,En Couple,4,true,8782 IU 18
50,M,560,En Couple,4,true,9752 CS 76
50,M,709,En Couple,2,true,9070 KZ 29
38,F,213,Célibataire,0,false,2703 FN 77
65,F,427,En Couple,4,false,2605 SP 52
26,M,172,Célibataire,0,false,5937 UG 74
68,M,560,En Couple,0,false,3308 KS 75
53,M, ,En Couple,4,false,374 IM 16
83,M,1384,Célibataire,0,false,7877 PF 72
71,M,171,En Couple,0,false,5754 LB 93
56,M,400,En Couple,0,false,699 AL 71
31,M,552,En Couple,1,false,2697 IO 76
49,F,598,En Couple,0,false,2863 AY 45
40,F,445,Célibataire,0,false,1270 DY 22
60,M,525,Célibataire,0,false,6918 IE 21
30,F,1177,En Couple,4,false,4925 WC 88
29,M,478,Seule,3,false,7669 OG 80
53,Masculin,507,En Couple,1,false,8038 MZ 81
66,F,205,Célibataire,0,false,2248 IP 64
58,F,445,En Couple,3,false,5234 MN 30
54,M,487,Célibataire,0,false,8548 WX 49
48,M,793,Célibataire,0,false,3213 FM 94
29,M,763,En Couple,4,false,7018 HL 57
27,F,551,En Couple,3,true,28 FV 19
42,F,717,En Couple,1,false,6613 TK 28
21,M,733,Seule,1,false,6862 IG 72
42,M,528,En Couple,0,false,5704 VS 59
49,M,589,Célibataire,0,false,9165 JX 75
19,M,434,En Couple,3,false,2754 BP 84
50,M,1057,En Couple,2,true,2300 YG 60
26,M,240,Célibataire,0,false,5083 SQ 23
63,F,239,En Couple,3,false,2343 HG 50
50,M,516,Célibataire,0,false,4134 DJ 54
42,M,213,En Couple,0,true,9480 VA 15
45,Homme,450,En Couple,3,false,9135 SO 95
52,M,443,En Couple,0,false,9022 SG 10
37,M,493,En Couple,0,false,1836 HG 26
47,M,1258,Célibataire,0,false,4245 AS 34
37,M,958,En Couple,2,false,8462 UC 87
42,M,1253,En Couple,4,false,9123 QL 74
54,F,568,Célibataire,0,false,9838 EI 63
75,M,842,Célibataire,0,false,6838 QB 98
29,M,554,Célibataire,0,false,3458 NR 12
57,M,543,En Couple,2,false,2376 RW 15
31,M,161,En Couple,2,false,487 DG 44
33,F,761,En Couple,3,true,3229 ND 40
45,M,807,En Couple,1,false,5430 RJ 32
22,M,503,Célibataire,0,false,2802 KP 72
53,M,1248,En Couple,0,false,785 BZ 97
21,M,231,En Couple,3,false,2605 RY 96
29,M,1194,Célibataire,0,false,8340 MO 81
31,F,1177,Célibataire,0,false,5985 XG 10
73,F,589,Seule,2,false,3222 EW 79
64,M,432,En Couple,2,true,6648 CD 44
60,M,1312,Célibataire,0,false,167 MS 77
20,M,1308,Célibataire,0,false,1385 NC 34
29,M,452,Seule,1,false,2578 FZ 46
37,F,494,En Couple,4,false,929 QO 13
38,F,160,Seule,2,false,5418 AE 45
29,M,511,Célibataire,0,false,8763 MM 61
43,F,466,En Couple,4,false,2350 KJ 31
20,M,1106,En Couple,1,false,8698 RB 73
26,F,564,En Couple,4,false,6086 GT 43
19,M,236,Célibataire,0,false,2235 QP 48
33,M,1107,En Couple,1,true,1493 JH 29
74,M,543,En Couple,4,false,2054 PP 60
26,M,402,Célibataire,0,false,4423 CE 86
32,F,469,En Couple,4,false,7196 AD 26
56,M,585,Célibataire,0,false,1410 MC 39
84,F,533,En Couple,2,false,6119 UD 20
31,M,853,Célibataire,0,false,150 GF 69
38,M,798,Célibataire,0,false,9086 WI 12
50,M,933,Célibataire,0,false,8399 GK 26
58,M,963,En Couple,3,false,1136 QA 29
36,M,498,En Couple,1,true,2031 XH 22
33,M,456,En Couple,3,false,1222 QA 96
24,M,481,Célibataire,0,false,9686 RV 62
21,M,1068,Célibataire,0,false,4659 CJ 67
21,F,204,En Couple,2,false,828 EC 25
27,M,558,Célibataire,0,false,7733 XG 47
47,M,199,En Couple,0,false,1955 SP 16
32,F,515,En Couple,2,false,5859 WA 58
27,Masculin,924,Célibataire,0,false,2679 AC 31
79,M,524,En Couple,0,false,2558 YV 64
61,M,195,En Couple,2,true,5839 PT 22
20,M,1318,En Couple,1,false,4178 XS 59
68,M,461,En Couple,2,true,8107 MP 59
25,Homme,172,En Couple,1,false,5075 VQ 81
25,F,443,En Couple,4,false,901 LJ 44
38,M,515,Seul,0,false,9010 XJ 34
64,M,427,En Couple,4,false,338 BU 52
39,F,550,En Couple,0,false,5256 WL 43
78,M,556,En Couple,0,false,8016 TX 72
25,M,496,En Couple,2,false,1511 LQ 81
38,F,486,En Couple,1,false,8903 TW 44
24,M,159,Célibataire,0,false,5902 EU 80
31,M,571,En Couple,4,false,1978 AR 80
19,F,1055,Célibataire,0,false,1747 OS 73
67,M,491,Célibataire,0,false,7669 XS 26
27,M,561,Célibataire,0,false,584 WD 66
44,M,1296,Célibataire,0,false,4030 SU 50
18,F,1092,En Couple,0,false,4936 XI 91
49,M,411,En Couple,1,false,8053 JW 52
27,M,405,En Couple,0,true,8424 ES 81
22,F,171,Seule,1,false,581 EX 47
18,M,496,Célibataire,0,false,6409 ZP 60
53,F,173,Célibataire,0,false,3427 NB 27
27,M,436,Célibataire,0,false,7794 FF 26
22,M,160,Célibataire,0,false,8012 QQ 50
25,M,718,En Couple,1,false,3559 MT 71
81,M,512,En Couple,2,false,6712 UL 14
22,M,588,Célibataire,0,false,5799 MK 59
18,M,415,Célibataire,0,false,5163 OP 42
24,M,557,En Couple,3,false,5303 SG 91
39,M,1295,Célibataire,0,false,5360 RC 41
39,M,428,Marié(e),2,false,5434 TT 38
20,F,705,En Couple,0,false,3486 MK 74
63,M,401,En Couple,4,true,3722 TR 75
54,M,1169,En Couple,0,false,805 MI 10
37,M,717,Célibataire,0,false,6397 WE 40
47,M,867,En Couple,0,false,4495 TQ 63
25,M,1336,En Couple,2,false,114 OT 44
47,F,1308,En Couple,1,false,9729 BA 81
65,M,505,En Couple,0,false,4211 MD 14
51,F,964,Célibataire,0,false,1977 LW 75
40,M,407,N/D,0,false,2211 IT 17
40,F,421,En Couple,3,false,1343 MS 29
77,M,554,Célibataire,0,false,5471 DU 84
30,M,514,En Couple,4,true,7606 XE 42
47,M,795,Seule,3,false,1742 ZC 65
37,M,243,En Couple,0,false,4297 GB 76
18,M,554,En Couple,1,false,5683 ZZ 52
26,F,1275,Célibataire,0,false,864 RR 60
80,M,876,Célibataire,0,false,7431 CG 26
25,F,581,En Couple,0,false,3034 ZE 74
24,F,237,En Couple,1,false,2865 RE 60
20,F,1110,En Couple,4,false,1298 HN 83
68,F,1229,En Couple,2,false,5360 PP 14
25,M,549,Célibataire,0,false,5245 IG 55
25,M,981,En Couple,0,false,1676 GK 34
56,F,585,En Couple,0,false,6648 DM 71
73,M,565,En Couple,0,false,906 OO 31
39,M,202,En Couple,1,false,3947 SZ 22
81,F,1219,Célibataire,0,false,3063 EP 36
23,M,549,En Couple,3,false,3866 UY 88
52,M,425,En Couple,2,false,8602 YE 70
25,F,572,En Couple,3,true,8624 ZJ 17
52,M,1037,En Couple,4,false,9540 RH 35
57,M,1314,Célibataire,0,false,9348 CI 17
57,M,550,En Couple,1,false,9568 GF 40
59,M,249,En Couple,2,false,4277 LO 80
64,M,241,En Couple,1,false,9397 NA 42
31,F,211,Célibataire,0,false,9087 IZ 47
56,F,1172,En Couple,1,false,385 ZJ 68
45,M,562,En Couple,1,true,8310 LP 10
31,M,1077,En Couple,2,false,8941 EI 32
21,F,518,En Couple,2,false,5960 PC 95
23,M,498,Célibataire,0,false,6493 RZ 30
18,F,563,Seule,3,false,637 FW 11
29,F,207,En Couple,0,false,2478 BV 52
18,M,1026,En Couple,3,false,7496 QX 64
76,M,1039,Célibataire,0,false,9336 SS 63
28,F,578,En Couple,0,false,1204 AQ 87
66,F,1111,Seule,2,false,972 SS 89
26,M,430,En Couple,0,false,7753 GG 45
65,M,1293,Célibataire,0,false,6069 EU 90
51,M,1003,En Couple,0,false,6870 HI 51
33,F,1280,En Couple,0,false,904 PZ 88
32,F,177,Célibataire,0,false,2262 ZB 67
42,M,888,Célibataire,0,false,6373 LR 77
48,M,539,En Couple,2,false,9053 KV 11
54,M,985,En Couple,0,false,565 AQ 72
38,M,730,En Couple,2,false,266 IF 31
74,N/D,595,Célibataire,0,false,1388 MH 12
36,F,501,Célibataire,0,false,389 RZ 60
30,M,781,Célibataire,0,false,1718 OP 84
18,F,1361,Célibataire,0,false,9775 HS 15
79,F,511,Célibataire,0,false,1483 PG 67
37,F,1229,En Couple,3,false,9286 FT 85
46,F,543,Célibataire,0,false,4860 GW 93
56,M,240,En Couple,1,true,7968 MR 51
?,M,184,Célibataire,0,false,4869 VR 79
48,M,994,En Couple,0,false,3964 QN 45
40,M,593,Célibataire,0,false,4907 DL 39
19,M,452,Célibataire,0,false,3894 RV 98
68,M,500,Célibataire,0,false,5597 KF 32
18,M,709,En Couple,2,true,6930 ZR 78
46,M,725,Célibataire,0,false,7589 MD 50
43,F,1170,Célibataire,0,false,3630 WT 34
54,F,574,En Couple,3,true,7718 RO 24
33,M,577,Célibataire,0,false,6818 BR 48
81,F,518,En Couple,3,true,7660 DM 96
36,M,847,En Couple,1,true,5712 QD 53
20,F,727,En Couple,1,false,8433 UM 75
74,M,410,Seule,3,false,7558 AM 78
33,F,573,Célibataire,0,false,4004 OT 52
29,F,157,Seule,1,false,8584 VM 95
51,M,220,En Couple,2,false,8961 OV 77
80,M,494,Célibataire,0,false,1160 CB 98
43,M,193,En Couple,2,false,6302 BI 88
37,M,204,Célibataire,0,false,1712 UD 11
83,M,579,Seule,3,false,1417 CQ 94
47,F,1300,En Couple,1,false,4708 CB 45
36,M,536,Célibataire,0,false,8173 ES 21
36,M,226,?,2,false,5811 SH 93
21,F,233,En Couple,3,true,4955 ZP 33
18,M,1074,Célibataire,0,false,2500 SA 65
47,M,588,En Couple,2,true,2579 CT 84
50,M,440,Seule,3,false,6363 WW 85
21,F,582,En Couple,4,false,2122 ML 48
33,M,445,Célibataire,0,false,9411 PN 69
42,M,430,Célibataire,0,false,5283 CH 28
41,M,577,En Couple,4,false,5922 LS 86
77,M,152,Célibataire,0,false,7785 JC 27
41,M,756,En Couple,4,false,938 SM 13
52,F,190,En Couple,0,false,8448 EL 20
23,M,238,Célibataire,0,false,4996 ZX 97
31,M,197,Célibataire,0,false,7305 OW 57
70,M,248,En Couple,2,true,4180 WJ 79
39,M,1141,En Couple,2,false,6444 RA 97
66,M,575,En Couple,2,false,3146 NS 42
48,M,491,En Couple,0,false,3997 VF 37
20,M,444,En Couple,3,false,685 TG 82
59,F,218,En Couple,1,true,9801 TL 12
25,F,502,En Couple,3,false,5711 JL 37
18,Masculin,184,En Couple,0,false,2984 BR 93
42,M,1111,Célibataire,0,false,6286 RG 34
24,M,911,En Couple,1,false,2954 SW 52
55,M,241,En Couple,1,false,8670 FA 38
81,F,237,En Couple,3,false,4940 DA 55
42,F,162,En Couple,4,true,9761 RS 11
83,F,1082,En Couple,0,false,7874 NV 38
23,F,582,En Couple,0,false,2385 JX 89
30,M,505,En Couple,0,false,428 ZV 83
20,M,1204,Célibataire,0,false,8322 KP 61
74,M,400,En Couple,0,false,4018 ZJ 10
36,M,408,En Couple,4,false,5059 RF 92
26,M,1147,En Couple,2,false,7562 UF 31
24,F,578,En Couple,1,true,9675 SI 84
31,M,751,En Couple,2,false,3935 UE 19
50,M,857,En Couple,2,true,3997 EG 98
20,F,204,Célibataire,0,false,5401 AG 32
59,Masculin,525,En Couple,0,true,6166 CF 24
79,M,400,En Couple,3,false,6633 AV 88
44,M,595,Seule,3,false,8843 WG 85
58,Homme,245,Célibataire,0,false,3979 XQ 15
47,M,475,En Couple,4,false,686 WJ 60
24,M,206,En Couple,3,false,2723 WK 49
21,M,490,Célibataire,0,false,6952 GN 94
24,M,594,En Couple,2,false,4386 SY 84
23,F,244,En Couple,1,false,2477 QA 68
78,M,1357,En Couple,4,false,7969 ZW 18
72,F,900,Seule,1,false,3245 NE 32
47,F,512,En Couple,1,false,2450 SG 92
20,M,555,En Couple,4,false,4478 MJ 46
59,M,1328,Célibataire,0,false,9172 BO 61
19,M,592,Célibataire,0,false,1829 YI 53
36,F,721,En Couple,4,false,8541 EJ 97
25,M,1254,Célibataire,0,false,2988 SX 10
59,M,518,En Couple,0,true,63 NW 91
44,M,1333,En Couple,2,false,4602 JD 77
47,M,984,En Couple,2,false,9829 LP 31
37,M,930,En Couple,1,false,4992 OA 66
64,M,590,En Couple,0,false,8340 KU 67
54,M,876,En Couple,3,false,5832 PU 53
41,M,595,En Couple,1,false,4621 HI 20
50,M,511,En Couple,4,false,1990 LM 39
84,F,916,Célibataire,0,false,6871 MO 61
23,M,431,En Couple,4,false,5289 UV 40
51,F,1255,Célibataire,0,false,5415 MO 41
